,age,income,city,education,target
493,31.0,50292.078130339345,SF,Bachelors,141.75748383787985
494,,,NY,Bachelors,133.36564415580585
495,59.0,33547.11809265595,,Bachelors,192.95409229159822
496,,84683.86010298136,NY,Masters,140.00028564851158
497,34.0,54902.300609356294,NY,Masters,125.2886982272189
498,30.0,69569.37114681659,SF,PhD,161.29468604567165
499,48.0,67693.9364150917,NY,Bachelors,153.33133312202952
500,23.0,92315.90553487401,NY,Bachelors,102.11942740961332
501,26.0,71279.21976948608,NY,Masters,126.57081813799385
502,50.0,82133.39380159015,,,162.56124307490407
503,58.0,78196.95646221493,NY,Bachelors,196.39026907747336
504,,90391.171299421,LA,,211.59037358386817
505,40.0,66413.14458245561,LA,,143.7543129619254
506,,98044.22995756776,LA,Bachelors,109.68779134182041
507,22.0,,LA,Masters,108.48361963922164
508,43.0,82862.10247001854,LA,Masters,140.8114459274172
509,38.0,57000.705870038015,NY,Masters,153.42123998159832
510,28.0,62608.756708300716,SF,Masters,131.55190701405024
511,46.0,78541.21400351553,NY,Bachelors,157.01317426398424
512,25.0,78421.03074771614,LA,Masters,105.06995469703139
513,57.0,79096.42020535107,LA,,166.4363907452912
514,27.0,49207.63083842143,SF,Bachelors,107.28307260530462
515,,91735.45346918861,LA,PhD,195.15917798906472
516,40.0,56490.293226584865,NY,Masters,158.84366964662237
517,48.0,58490.693646622014,LA,Masters,159.30954974512755
518,31.0,79568.45107250243,LA,Masters,135.58085771156883
519,,,,PhD,217.71247072515743
520,40.0,74623.91260843737,LA,PhD,170.11620771417694
521,24.0,37650.98955050818,LA,,89.09368433655348
522,34.0,74264.86674278846,SF,Bachelors,126.84796726546487
523,49.0,73267.47819268322,LA,Bachelors,157.13128001138713
524,41.0,62352.12193353575,NY,Bachelors,157.76584221102445
525,49.0,38888.860603528155,,Bachelors,181.54034852511455
526,29.0,66807.87607777593,SF,Masters,152.13387302797796
527,22.0,69439.3921030208,SF,Masters,129.21067196718192
528,24.0,64491.56514504257,NY,,139.68159630627335
529,34.0,42457.38303351254,NY,Masters,129.21161501253664
530,49.0,93921.01010975374,LA,Masters,168.25962492608878
531,46.0,60417.0770808344,NY,Bachelors,153.25790170852213
532,,66666.93005615649,NY,Bachelors,174.73463684817372
533,,33857.88518172564,NY,Bachelors,179.660193279001
534,27.0,93922.8302304731,NY,,131.8355328935827
535,53.0,,LA,,160.28142210688912
536,,71476.94225611303,LA,Masters,147.30877361880954
537,37.0,86811.06167224978,NY,Masters,141.81217622477934
538,42.0,59855.43692925061,NY,Bachelors,147.71721735991372
539,32.0,84448.67481079817,NY,Bachelors,136.3456922529899
540,,39080.11816088288,LA,Bachelors,174.46112176032995
541,57.0,78264.7998635697,NY,Bachelors,186.44799747920567
542,56.0,93583.6324977948,LA,Masters,206.09595093031245
543,40.0,61293.74729172955,LA,Masters,157.48617528418208
544,41.0,86783.22430447598,,Masters,164.848777147701
545,39.0,97508.83978290675,,Masters,159.85733125389066
546,35.0,66177.37242918971,NY,Masters,137.11643581923846
547,36.0,64937.07571225209,LA,PhD,148.588788539664
548,52.0,56525.59381251544,SF,Bachelors,181.67510528255096
549,,62354.047672222994,,Masters,112.16190295847181
550,24.0,57769.6016459107,SF,,101.81313537550797
551,37.0,56513.33352359159,NY,Bachelors,139.79349998041806
552,44.0,87982.52945067035,SF,Bachelors,158.7463222930556
553,32.0,58151.10962067611,LA,Masters,136.5992517419558
554,33.0,73877.82872079435,LA,Bachelors,112.90102803093829
555,,70573.50152824356,LA,Bachelors,106.88373776077107
556,53.0,92471.41843856683,LA,PhD,189.8248922424829
557,37.0,62452.656519174794,,Masters,149.71950890958064
558,29.0,75717.22069981483,LA,Masters,131.70633247876862
559,59.0,81866.04553414164,LA,Masters,196.46427929125545
560,,92346.24410980873,NY,PhD,163.08687356961875
561,45.0,62233.699824321,NY,Masters,183.99581756180407
562,49.0,60731.6129690143,SF,Bachelors,159.75337831533815
563,29.0,54073.28419059921,LA,PhD,144.37548853803787
564,49.0,103544.4943127236,LA,Masters,153.76287112557748
565,57.0,90767.08657270581,LA,Bachelors,169.7541640423745
566,,69366.97908531936,SF,Bachelors,156.8238089163274
567,29.0,98971.58726690584,LA,Bachelors,113.04476894999824
568,49.0,68472.04908451514,LA,PhD,169.34161844278435
569,49.0,80866.15707150294,LA,Bachelors,151.43380116933218
570,58.0,70152.57852584081,NY,PhD,209.2184012090499
571,57.0,75967.08177625707,NY,PhD,209.99059954501016
572,48.0,74376.4216380032,SF,Masters,178.9679452236444
573,38.0,63625.21939935026,NY,Masters,163.7360541509603
574,30.0,86387.47807128029,SF,Bachelors,123.1032046225359
575,54.0,80739.28626525852,NY,Bachelors,193.50282841075935
576,41.0,85415.41890252219,NY,Bachelors,163.28248002456624
577,34.0,74803.40778249019,SF,Masters,172.12897499753512
578,49.0,56401.45177334299,LA,Bachelors,152.16838886141227
579,50.0,95640.79099836553,NY,Bachelors,168.92920303364824
580,34.0,,LA,Bachelors,119.4220226884873
581,56.0,75461.00542852622,LA,PhD,202.34356193153343
582,27.0,79530.72038233404,,Bachelors,102.92493140371289
583,39.0,75361.32574326429,NY,PhD,164.16249095836412
584,26.0,83731.25531845412,SF,Bachelors,97.59449258476172
585,46.0,86100.66883474747,,Masters,188.58537274760602
586,23.0,66627.49745429128,NY,Bachelors,94.66736685100662
587,31.0,94382.01012933471,SF,Masters,134.50836202478476
588,51.0,65996.44668758102,SF,Masters,184.6375948408108
589,26.0,75051.23573321183,LA,Bachelors,111.15326763698246
590,,64184.827245936525,,Masters,185.2085209990584
591,22.0,59897.89716023815,NY,Masters,95.17284406177268
592,39.0,85662.86633186298,NY,Masters,142.05665052739596
593,53.0,116828.45346139066,,Masters,177.25434208028543
594,32.0,64573.60167519524,,Bachelors,135.34703765042815
595,42.0,88229.82362017118,LA,Masters,143.58347916107834
596,47.0,65111.33030949709,LA,PhD,181.3749864639266
597,46.0,69842.72534715994,NY,PhD,191.93922089618817
598,43.0,96363.75658347507,,PhD,185.70723435436577
599,48.0,53896.970723870414,LA,Bachelors,126.20451663896226
600,34.0,49927.613970653154,NY,Masters,142.21351827685677
601,,,LA,Masters,163.41908438133862
602,55.0,79954.84041906512,NY,Bachelors,175.83420880175305
603,56.0,76954.99857521322,,Masters,181.06404947392355
604,22.0,75410.18763539495,NY,Masters,100.22907851341394
605,42.0,70511.97972267367,LA,Bachelors,144.2521512289191
606,27.0,81798.10040475879,,Bachelors,87.5321654172228
607,49.0,26294.91336932542,NY,Masters,171.32242764089838
608,38.0,58737.920423683885,,Bachelors,144.13685854697925
609,26.0,,NY,Bachelors,100.22882849453332
610,52.0,80568.02198653764,SF,Bachelors,173.63762097260727
611,26.0,92346.47710102849,,,104.01230464351484
612,59.0,56723.50437749289,LA,PhD,218.1739653808107
613,24.0,91856.17938304851,SF,Bachelors,126.13732322326399
614,44.0,63211.57496197955,LA,Masters,146.16724701910096
615,58.0,68051.35325528971,NY,PhD,212.17123447555068
616,,78721.4877819642,SF,Masters,208.3855054620132
617,31.0,66951.45881039841,NY,Bachelors,120.47946486508768
618,31.0,86651.76409999476,LA,,116.2636039240262
619,40.0,,SF,Bachelors,157.44287119179367
620,38.0,,LA,Bachelors,116.39350149070619
621,42.0,85779.69931313998,LA,,132.42264207756597
622,35.0,58553.13417598513,NY,Masters,148.15987817869615
623,30.0,73733.9364297499,NY,Masters,137.42525218865245
624,22.0,45092.75998459264,LA,PhD,130.2502167557113
625,34.0,97294.59028091785,NY,Masters,121.97278563966547
626,25.0,88098.27904355162,,Masters,122.36778064651352
627,22.0,111251.60799371132,,PhD,139.93948263776105
628,53.0,90075.45597169577,SF,Bachelors,201.67259997304666
629,55.0,53055.24655599278,LA,Bachelors,166.03019591244913
630,49.0,,LA,,155.23602303584175
631,52.0,56229.86856667293,SF,Masters,198.21659939021484
632,,,SF,Bachelors,137.341384762193
633,47.0,53482.89568033641,LA,Bachelors,158.6057052568218
634,55.0,52762.67673640304,NY,Bachelors,183.2284887127341
635,24.0,45852.8281945497,NY,Masters,117.46043679886364
636,33.0,62674.30268105498,LA,Masters,105.32944901273328
637,,59657.832628246426,LA,PhD,120.64297785566698
638,26.0,51075.26341241102,SF,Masters,131.8244131618138
639,51.0,99847.13656365286,NY,Masters,182.89478872003517
640,51.0,77948.21044579968,NY,Bachelors,175.68892729272562
641,38.0,,NY,Bachelors,134.28736269618707
642,44.0,93837.4662887189,NY,Bachelors,148.06786660152073
643,36.0,73843.86688064401,,Masters,156.3437318917483
644,58.0,,LA,Bachelors,171.21490474134006
645,42.0,44496.85386223515,LA,Masters,150.42641487588062
646,35.0,57924.13911484895,LA,Masters,141.79227836141277
647,23.0,92581.23400762693,NY,Bachelors,89.09656184777286
648,32.0,51169.9582647076,NY,PhD,143.85493500897462
649,59.0,75296.90856996815,LA,Masters,207.09127789930727
650,55.0,85508.87714628337,SF,Bachelors,182.99323504898723
651,59.0,74280.17260664878,NY,Bachelors,195.39553122112696
652,55.0,75984.74993185875,SF,Masters,185.78617967887163
653,39.0,79834.0586931014,NY,Bachelors,113.6628464166374
654,,75689.21307733974,SF,,182.16986910654617
655,36.0,94136.11258709923,SF,Masters,155.4902379855892
656,48.0,54395.62407658584,NY,PhD,198.91213937970392
657,55.0,73606.37315258179,LA,Bachelors,187.19134295220167
658,59.0,42726.393490042785,NY,PhD,209.83563754047788
659,54.0,38893.807192201944,SF,,199.93763123015236
660,45.0,68774.93453722024,LA,Bachelors,158.02565823731467
661,36.0,78150.69353417135,LA,Masters,125.19612660640024
662,51.0,94460.01665856347,LA,Bachelors,153.43113030861423
663,,106296.87599515694,SF,Bachelors,129.5790229997903
664,26.0,89797.91005998221,NY,Masters,143.97040899408512
665,,80907.48616597043,LA,Masters,149.19089438496073
666,25.0,72399.47283660724,NY,Bachelors,111.3818359398987
667,31.0,47031.57905224933,NY,,139.18326355428817
668,38.0,67809.45091387302,LA,Masters,130.20345571256797
669,31.0,89355.6512688734,NY,PhD,164.7137654229871
670,38.0,83474.2278404206,NY,Bachelors,128.9138647906724
671,41.0,50704.98779975578,SF,PhD,194.04607522426093
672,45.0,79210.3847088772,NY,Bachelors,167.468731226805
673,,77925.89217801581,LA,Bachelors,98.12400554364424
674,55.0,75248.35180172106,NY,,202.40279256421047
675,,69582.16666933999,,Masters,124.09001862280043
676,23.0,79983.7595041629,NY,Masters,114.96941123295198
677,34.0,80459.69558368597,LA,Bachelors,109.86909686496517
678,32.0,60378.11851852892,LA,Bachelors,129.70371907747244
679,44.0,76825.21092073144,NY,Masters,173.50145337798253
680,37.0,,,Bachelors,138.40441566007843
681,52.0,47691.49198380635,SF,Masters,202.6106072601483
682,32.0,61575.89447442754,NY,Bachelors,113.69013242781367
683,37.0,46544.65471981862,SF,PhD,186.67150504731723
684,29.0,84701.40302605157,NY,Masters,144.4468639359612
685,25.0,75338.34066331478,LA,Masters,94.70655740952823
686,25.0,64667.64083191082,NY,PhD,143.50233364865997
687,,91307.82014932972,SF,Masters,182.28021350431112
688,24.0,,LA,Bachelors,85.64894518079375
689,53.0,48531.65866049688,LA,Bachelors,151.50870644196792
690,24.0,63407.82189724284,NY,Masters,126.0555095057695
691,48.0,94492.81280909939,LA,Bachelors,153.85960914161353
692,50.0,59957.865623662845,LA,Masters,168.32701458992446
693,53.0,74128.31933136746,NY,Bachelors,178.88895390825294
694,40.0,81158.14936771957,NY,Bachelors,139.9715180995176
695,,78849.22726832415,SF,Masters,164.1132518732622
696,26.0,,NY,PhD,143.55919635883035
697,39.0,,LA,Masters,142.31415841002752
698,49.0,53853.05379200795,LA,PhD,169.91224263649667
699,43.0,52603.683293468006,SF,,186.30848138397928
700,42.0,65561.22368474673,SF,Bachelors,142.97849893537912
701,27.0,86490.66082273677,SF,Bachelors,102.44560368135248
702,22.0,54523.98130305234,NY,,114.85795298134829
703,26.0,,,PhD,144.78034700526726
704,33.0,70526.90004891605,NY,Masters,148.73513895714788
705,47.0,53365.049601836145,LA,PhD,164.34863882063402
706,55.0,43729.450651482155,LA,Bachelors,164.27163867772703
707,35.0,47086.44259286011,NY,Bachelors,121.22419461094998
708,47.0,60012.19887649114,SF,Masters,167.12084121302593
709,48.0,67462.7323638502,NY,Bachelors,160.74937961636877
710,30.0,90190.94465095676,LA,,91.70099232305894
711,47.0,81986.32318282359,LA,,151.0066113235358
712,43.0,57415.88121879547,LA,Bachelors,145.00422284148635
713,51.0,76129.97925058252,NY,Masters,186.22073093327086
714,38.0,94773.1940378836,LA,PhD,165.72976272127406
715,47.0,98108.76131545054,,PhD,214.73669950335804
716,57.0,65283.90982669605,NY,Masters,197.84372238179745
717,22.0,84374.32644557502,LA,Bachelors,78.11469662897113
718,29.0,90849.33050331735,NY,,123.04445816857145
719,,47393.9211523242,LA,,164.02201569911074
720,36.0,62313.89369260455,SF,Bachelors,130.05916873226818
721,43.0,,LA,Bachelors,147.47412427507751
722,,65484.45834818644,LA,Masters,138.38840662076117
723,47.0,26065.729529483542,LA,PhD,164.89259683037096
724,49.0,,LA,Masters,159.96417828561457
725,44.0,86869.38248673793,NY,Masters,155.55492175065484
726,35.0,70097.65655201345,NY,Bachelors,131.47736631961465
727,45.0,80730.4592020095,LA,Masters,169.49431347931394
728,23.0,84073.32996483598,LA,Masters,108.34479343201127
729,47.0,64675.93822851577,LA,Bachelors,141.075112912674
730,35.0,62209.10520378436,NY,Bachelors,124.79858118476585
731,28.0,72301.61463931408,,PhD,131.96355201988956
732,24.0,72666.68384394821,NY,Masters,102.74504218593952
733,44.0,70811.15229770457,SF,PhD,204.29294324115511
734,39.0,71427.34784023697,LA,Masters,157.79821594492202
735,59.0,58771.80798068893,NY,PhD,215.7031870311319
736,56.0,81254.30365121423,NY,Bachelors,181.73136034737385
737,,78988.4792066945,,Bachelors,148.36477676828045
738,,,NY,Bachelors,138.35997296163023
739,58.0,64162.565243710495,SF,Bachelors,185.07963649339246
740,49.0,71396.1980880917,NY,,198.2922027759695
741,31.0,61985.30496585739,SF,Masters,133.40224721974022
742,38.0,79560.57966381691,SF,Masters,157.5640800923611
743,43.0,68996.76192314293,LA,Bachelors,132.23052687296538
744,47.0,72536.0879418278,NY,PhD,173.45364993877337
745,46.0,63989.3603877539,NY,Bachelors,156.38679980055434
746,,,LA,Bachelors,124.35155246296496
747,34.0,39244.77517656326,LA,Masters,131.37830315126376
748,41.0,78844.14320038041,NY,Masters,157.80801015453505
749,46.0,74003.68114734092,NY,Bachelors,151.36153783601173
750,25.0,76579.93309526627,LA,Bachelors,88.39047532029011
751,,72017.09263094369,LA,Masters,118.37892341363815
752,24.0,73218.51105060271,NY,Bachelors,91.04184325355486
753,39.0,84535.35060428182,NY,Bachelors,130.5433679002982
754,57.0,76669.29058602119,SF,Masters,198.84763482613727
755,43.0,85613.6402545917,LA,Bachelors,144.658650549136
756,55.0,72571.92761839896,LA,Bachelors,171.46390280931607
757,29.0,,LA,Bachelors,103.39110943750651
758,40.0,72913.04293234368,,PhD,195.33917382589294
759,58.0,57457.331777690546,NY,PhD,211.04134017166334
760,27.0,64302.29606632137,NY,Bachelors,119.25985999518582
761,47.0,,SF,Bachelors,165.80624104030628
762,,72464.77497851517,LA,Bachelors,169.97023784854323
763,27.0,68403.71679995517,NY,Bachelors,114.94751098660603
764,58.0,49177.2293473869,SF,Masters,205.19172379697602
765,54.0,79546.14319631072,NY,Masters,180.61486734611626
766,43.0,,SF,Bachelors,149.88277873370967
767,42.0,94655.35742878358,SF,,135.72337612681568
768,27.0,76626.63994883097,NY,Bachelors,114.63302717116609
769,27.0,70021.92751287225,NY,Bachelors,114.12827336711608
770,25.0,54804.557355847755,LA,Bachelors,108.52868785515776
771,51.0,92380.26804041583,LA,Masters,178.34449981230372
772,32.0,73717.49465311035,LA,Masters,132.50094726038802
773,51.0,72900.59760738185,SF,Masters,192.6005603456017
774,52.0,66189.15702731723,LA,Bachelors,165.29635848925312
775,45.0,65230.45650347707,,Masters,179.00514759673828
776,30.0,80324.0010107627,,Bachelors,118.02768220901692
777,24.0,54678.39066012112,LA,Bachelors,84.97482004801734
778,52.0,94381.4778873817,,Masters,184.57299676988004
779,58.0,91112.89686307558,LA,Bachelors,184.16315190685805
780,57.0,,,Masters,193.17492900912143
781,,57042.031511904366,NY,Masters,176.6723445221877
782,52.0,39771.91017466878,NY,PhD,223.67685512389374
783,27.0,51228.791912736604,LA,PhD,141.56377302482753
784,23.0,80948.67239324312,NY,Bachelors,106.20930592781718
785,41.0,74730.1278835098,LA,PhD,171.96552772591542
786,49.0,77404.80347959133,LA,Masters,160.82749730336184
787,32.0,42316.30547013758,LA,Masters,116.01683255844138
788,25.0,64062.76569846003,,Bachelors,84.28628672644349
789,36.0,90509.09209423124,NY,,172.16768437225483
790,27.0,68559.5889202097,LA,Bachelors,94.3477546839377
791,51.0,50915.57898064022,NY,Masters,182.2466992400386
792,59.0,68325.96503735648,LA,Bachelors,182.4196029080229
793,23.0,58434.73872452125,NY,Masters,104.43317666639516
794,36.0,75005.18589918096,LA,,115.98096943968731
795,32.0,,SF,Bachelors,134.04115524362498
796,,78149.44996123436,LA,Bachelors,100.717439307356
797,47.0,51731.14559852331,LA,Bachelors,145.59473550836498
798,26.0,63269.25147002352,LA,Bachelors,85.2042198958337
799,27.0,86356.51512098663,NY,Bachelors,107.11514543135213
800,47.0,49685.799183467774,SF,Masters,199.00913174601718
801,25.0,54953.31975940032,NY,Masters,113.23460773836653
802,40.0,72989.45964988096,SF,Masters,154.44947023555443
803,41.0,74300.94758625687,LA,Bachelors,143.0533994795643
804,54.0,62667.25235885846,LA,Bachelors,170.7402394127706
805,41.0,65823.50676041725,LA,Bachelors,135.2591246955928
806,33.0,77998.38342333463,LA,PhD,135.4335156786084
807,22.0,82744.52502639801,LA,,109.54364416907522
808,47.0,53961.67502065361,NY,Bachelors,142.28527850285593
809,35.0,75464.79280941925,LA,Bachelors,122.83390672388126
810,59.0,92680.24000008583,LA,PhD,224.40589888502075
811,58.0,68261.619079583,SF,PhD,235.38314083090475
812,32.0,53802.41269317221,,PhD,164.65112048489354
813,57.0,53108.62136759175,NY,Masters,193.20530822304957
814,34.0,67588.93838032204,NY,Bachelors,122.4668631218645
815,24.0,85537.70957301428,LA,Bachelors,92.48712729686936
816,,,NY,Bachelors,173.4805623326589
817,,72838.47969858891,NY,Bachelors,113.40064828644165
818,31.0,55054.87476739294,,Bachelors,121.30598560130849
819,26.0,84746.76449464822,LA,Masters,97.44262713036096
820,44.0,52815.12143251968,LA,Bachelors,122.21919906738492
821,31.0,62432.55273592551,NY,Bachelors,122.80242834709074
822,23.0,79448.7229306944,LA,Bachelors,83.41883771113318
823,34.0,39408.52752520102,NY,Bachelors,112.88093129649629
824,23.0,72609.41724528561,LA,Bachelors,82.21378598981926
825,41.0,54413.89650412328,NY,Masters,177.20187488611944
826,22.0,70248.2409836367,SF,,109.70099571098352
827,58.0,64719.16588432095,LA,Bachelors,182.86068193887087
828,30.0,101587.52238022732,LA,Masters,126.27443660970059
829,38.0,64103.1821620014,LA,Bachelors,138.97845546661142
830,30.0,97639.77059325014,LA,Masters,120.67466210758862
831,32.0,78804.28436775062,NY,,105.54872739040313
832,36.0,57978.115439054076,LA,Bachelors,130.2445776653698
833,45.0,74962.16387889635,NY,PhD,186.00026340402798
834,59.0,65433.85380493282,SF,Bachelors,210.86198545031684
835,56.0,73632.3623611185,SF,Bachelors,199.10498342756168
836,51.0,59291.635188501,NY,Bachelors,177.83036133134635
837,52.0,95352.66450018936,SF,Bachelors,205.4989236732614
838,26.0,83880.97136195087,NY,Bachelors,109.17521930343761
839,35.0,70476.72352242387,NY,,177.7476196390098
840,,95936.72152104301,SF,Masters,142.78901352054464
841,30.0,71114.18866124273,LA,Masters,126.2516815131064
842,55.0,86464.37447291747,LA,Bachelors,163.93586778319803
843,33.0,70574.50881283637,NY,Bachelors,128.11537874308976
844,56.0,75908.31392215868,NY,Bachelors,184.78438752962072
845,,68778.41828585831,SF,Bachelors,170.14547129637356
846,22.0,,NY,Masters,104.7399018757565
847,43.0,72557.97790581998,NY,Bachelors,150.70547616495622
848,50.0,59954.0225126741,LA,PhD,167.82423107839716
849,29.0,63983.96999615368,,Bachelors,102.1009150927943
850,32.0,66748.67475270742,LA,Bachelors,120.75464988850446
851,,73445.66525203445,NY,Bachelors,198.94029144233843
852,35.0,,NY,Bachelors,120.45720545151359
853,51.0,87595.4880073856,NY,Bachelors,182.6478812557741
854,56.0,82706.77478469461,SF,Bachelors,203.38943612308378
855,42.0,67055.08665961941,NY,Bachelors,124.20329649399613
856,58.0,90726.75846177909,LA,Masters,192.7869894683144
857,26.0,,LA,Masters,114.18810448626495
858,40.0,39342.605576168244,SF,Bachelors,164.76165640197414
859,,,SF,Bachelors,141.72322366029053
860,47.0,59605.23704002751,NY,Masters,186.8215198776816
861,25.0,82011.22031984948,NY,PhD,130.972631958823
862,46.0,88573.56910969649,LA,Masters,145.56245023039924
863,46.0,56845.11108234172,,Bachelors,148.79542256707262
864,39.0,42215.09351476359,LA,Masters,157.9584881073937
865,29.0,82531.51132323797,LA,Masters,128.060454252994
866,35.0,72031.03723725418,SF,Bachelors,161.60585582589164
867,53.0,44973.41869146058,NY,PhD,192.86564229355704
868,59.0,107943.46758194233,SF,Bachelors,210.2309585002133
869,54.0,79366.29118384828,NY,PhD,218.72331364508813
870,44.0,80051.50060187728,LA,Masters,153.34889265244547
871,36.0,90487.26628843072,LA,Masters,144.37876656816448
872,54.0,61287.64070730247,,Masters,181.85115373752694
873,46.0,71956.81168133015,LA,Bachelors,150.48134762266824
874,38.0,50210.17129330356,,Masters,166.813906161768
875,54.0,,SF,PhD,230.23632388417948
876,23.0,75784.90000703857,SF,Masters,124.39951266188558
877,35.0,45020.729993013214,NY,PhD,180.0741897458492
878,27.0,60455.656814828784,SF,PhD,150.76097302364195
879,27.0,56080.990600934194,LA,,151.5808158309187
880,24.0,72131.38368430517,NY,Masters,104.60681606294803
881,28.0,78620.51892498024,NY,Masters,116.29422551020653
882,29.0,81132.29206564685,NY,Bachelors,104.48018902906763
883,36.0,84982.24967167227,,Masters,155.96789780412374
884,50.0,90581.75269858557,LA,Bachelors,148.5686549148714
885,54.0,79108.6818052511,SF,Bachelors,201.0656008782455
886,51.0,98310.03848341623,LA,,154.16766443060803
887,48.0,71792.53781897023,LA,PhD,189.8645584952426
888,57.0,67400.18268624178,SF,PhD,234.596882561817
889,50.0,79109.61045040059,NY,Masters,171.00694118702282
890,59.0,66753.83237511117,SF,Bachelors,184.26241892730738
891,54.0,97788.47093162575,LA,Masters,184.74037083760683
892,58.0,86964.75209702818,LA,Masters,188.7061737815565
893,48.0,81254.17216299272,NY,Bachelors,166.23465696536175
894,54.0,71971.29016062026,,,152.42227081337842
895,25.0,63887.842428777054,NY,Bachelors,99.48794201809325
896,,80519.8750685164,LA,Masters,151.90241858682163
897,23.0,53093.53822229561,NY,Masters,88.2490441644859
898,31.0,93015.4530016153,SF,Bachelors,139.17519082963628
899,26.0,,NY,PhD,133.11899952560788
900,31.0,74576.60099861094,NY,Bachelors,133.47467745667035
901,,56355.98385710067,,Bachelors,158.3259321751426
902,59.0,80844.79394678833,NY,Bachelors,183.520524397942
903,34.0,63193.87580742507,LA,Bachelors,103.10863384669223
904,52.0,79738.43185457647,SF,Bachelors,192.65566458506902
905,57.0,81360.90203466084,LA,Bachelors,178.29605457648842
906,45.0,60285.5182961719,NY,Masters,181.91277784317194
907,36.0,,LA,Bachelors,118.05239259306815
908,50.0,92978.49874816817,LA,Masters,171.30198248209592
909,29.0,67115.51448956376,SF,Masters,121.36448826187925
910,26.0,73372.73224068458,NY,Bachelors,99.69446552093228
911,50.0,77281.96786970113,LA,Masters,172.79626526246093
912,,51194.498051526694,LA,Bachelors,96.41978829672513
913,33.0,76939.99205229832,NY,Masters,156.8169744151446
914,,71486.89804231956,NY,PhD,114.85000435927026
915,48.0,,LA,Bachelors,152.70842908941617
916,52.0,,SF,PhD,211.3437056481243
917,57.0,,SF,Masters,209.41856726115716
918,,86915.6801229232,LA,PhD,210.0037897180192
919,47.0,72678.85776089205,NY,Masters,171.49530868793335
920,,48483.01987225469,NY,Bachelors,148.6082416135556
921,26.0,54140.00774237905,SF,PhD,136.9778284046335
922,41.0,63518.144360139195,SF,Bachelors,150.39160792644066
923,32.0,93469.29611741126,SF,Bachelors,117.53259687454685
924,31.0,66298.74006851687,LA,Bachelors,107.02290681139183
925,,,NY,Bachelors,185.48516422493185
926,27.0,44897.728004858276,SF,Masters,107.79555610309566
927,29.0,60149.72814834834,LA,Masters,137.24211988765924
928,44.0,51505.95469013754,NY,,185.8328148490647
929,47.0,54952.302536158,LA,Bachelors,123.32419069970094
930,33.0,71799.26020238113,NY,PhD,160.8432997301838
931,47.0,63982.536915832345,NY,PhD,191.025408283118
932,34.0,95492.41679007019,LA,Bachelors,103.64203977439611
933,39.0,86170.05059061215,LA,Bachelors,132.03983143136708
934,46.0,60866.740932844914,SF,Masters,171.01313108541777
935,54.0,56247.73237389227,NY,Masters,192.18023558328017
936,33.0,90739.62903496288,NY,Masters,132.11448842750679
937,,94900.63734225224,NY,Masters,190.24023431889023
938,25.0,37086.276346817016,NY,Bachelors,101.8281125735185
939,26.0,71392.86435957553,NY,Bachelors,89.63478479267833
940,58.0,66221.82538154909,LA,Masters,189.8235007591608
941,29.0,79736.80210089905,LA,Bachelors,110.26200986416586
942,,99140.02186242255,LA,Masters,182.17170878185232
943,52.0,62739.14471008303,SF,Masters,206.39524792834473
944,30.0,39089.52228004129,LA,Masters,133.09688604975491
945,50.0,78685.11550223896,NY,PhD,196.6002643577934
946,35.0,90849.46102906304,NY,Bachelors,118.88762092611442
947,43.0,65443.60327720338,,Masters,181.27130774712353
948,32.0,59424.437797905084,,Masters,120.20804410203385
949,44.0,63441.10891933451,SF,PhD,195.60026715937562
950,22.0,82753.08050696852,SF,Masters,128.77879332863256
951,58.0,63183.085880725295,SF,Bachelors,215.73830113910088
952,42.0,74931.40450514268,SF,PhD,196.2852612813862
953,47.0,70417.0437360991,LA,Masters,165.36771157395046
954,57.0,,NY,Bachelors,172.04366339264266
955,44.0,80519.3849012835,SF,Masters,187.91432963163828
956,22.0,62821.30150203709,LA,PhD,124.59928066796255
957,36.0,63541.20159726581,NY,Masters,142.07022836224635
958,42.0,81964.04274999631,LA,Bachelors,131.77437816860555
959,,55196.120137470214,LA,Masters,116.13921859609871
960,30.0,56796.69713766509,SF,Masters,140.71151991328904
961,31.0,51095.2856298461,LA,Masters,107.95374136049246
962,47.0,82735.1636991483,NY,Bachelors,170.98963459516236
963,,,SF,Bachelors,201.08359179220577
964,46.0,50295.772808814,SF,Masters,178.33694739694798
965,47.0,82807.12843463603,,Masters,159.76579030868388
966,32.0,61666.867576368466,NY,,120.23489765520613
967,,56924.828817446716,NY,Bachelors,189.24261140856325
968,23.0,67064.82161684571,LA,Bachelors,85.18162590381965
969,28.0,92180.85414201838,,Masters,136.6780847655097
970,39.0,64075.56705255144,NY,Bachelors,123.82194097201639
971,,78630.08296173377,LA,Bachelors,144.025841619122
972,55.0,80906.20030676431,LA,Bachelors,176.48866793091116
973,48.0,76649.09947009609,LA,Masters,169.30872940359254
974,38.0,,NY,Bachelors,129.76723048572077
975,45.0,59393.259930515815,LA,,146.88041506419094
976,46.0,,LA,PhD,172.24439464330553
977,28.0,,NY,Bachelors,107.06106169859274
978,,67832.9737705031,,Bachelors,118.65050840624465
979,45.0,55794.30013239206,LA,PhD,187.0626077759475
980,54.0,72213.11367797993,SF,Bachelors,188.77089212475843
981,50.0,71154.8262958734,LA,Masters,160.33470267930227
982,43.0,,NY,Bachelors,145.1345924809639
983,47.0,74367.16462354061,NY,Masters,174.43934301303537
